OneGoal ID,Selectivity,College/University,Recommended Institution,Grad Rate Quartile,Website,Opportunity Programs,City,State,Region,Sector,Locale,Size,% Pell Grant,% African American,% Hispanic,% In State,HBCU,Hispanic Serving Institution,On Campus Housing?,6 Year Grad Rate (Overall),6 Year Grad Rate (Minority),Grad Rate Quartile,Net Price: 0-30,Median Debt of Graduates,Median Salary After Attending,Percent Earning Over HS Grad,CUNY/SUNY
11792,Less Competitive,Concordia College-New York,,Q2 (TOP 25 - 50%),www.concordia-ny.edu,,Bronxville,NY,New York,Private not-for-profit,Suburb,"Small (1,000-5,000)",38,20,23,59,,,Yes,48,39,Q2 (TOP 25 - 50%),"$12,577 ","$25,000 ","$39,100 ",65,
11414,Noncompetitive,Nyack College,,Q2 (TOP 25 - 50%),www.nyack.edu/consumerinfo,HEOP,Nyack,NY,New York,Private not-for-profit,Suburb,"Small (1,000-5,000)",60,30,32,53,,Yes,Yes,42,33,Q2 (TOP 25 - 50%),"$15,616 ","$27,000 ","$57,300 ",85,
10737,Less Competitive,Dominican College of Blauvelt,,Q3 (BOTTOM 50 - 75%),www.dc.edu,,Orangeburg,NY,New York,Private not-for-profit,Suburb,"Small (1,000-5,000)",54,16,30,73,,Yes,Yes,39,35,Q3 (BOTTOM 50 - 75%),"$18,185 ","$29,250 ",,,
10204,Less Competitive,Berkeley College (NY),,Q3 (BOTTOM 50 - 75%),www.BerkeleyCollege.edu,,New York,NY,New York,Private for-profit,City,"Small (1,000-5,000)",66,25,22,85,,,No,31,33,Q3 (BOTTOM 50 - 75%),"$23,570 ","$29,688 ","$48,700 ",80,
10446,Noncompetitive,SUNY College of Technology at Canton,,Q3 (BOTTOM 50 - 75%),www.canton.edu,,Canton,NY,New York,Public,Town,"Small (1,000-5,000)",69,13,11,95,,,Yes,31,23,Q3 (BOTTOM 50 - 75%),"$8,889 ","$18,500 ","$28,900 ",54,SUNY
11992,Less Competitive,SUNY Morrisville State College,,Q3 (BOTTOM 50 - 75%),www.morrisville.edu,,Morrisville,NY,New York,Public,Rural,"Small (1,000-5,000)",62,17,8,93,,,Yes,47,22,Q3 (BOTTOM 50 - 75%),"$12,794 ","$19,639 ","$27,700 ",54,SUNY
11800,Less Competitive,DeVry College of New York,,Q3 (BOTTOM 50 - 75%),https://www.devry.edu,,New York,NY,New York,Private for-profit,City,"Very Small (<1,000)",81,34,32,86,,Yes,No,26,20,Q3 (BOTTOM 50 - 75%),"$17,813 ","$43,068 ","$53,400 ",81,
14093,Noncompetitive,Pacific College of Oriental Medicine-New York,,Q4 (BOTTOM 75 - 100%),www.pacificcollege.edu,,New York,NY,New York,Private for-profit,City,"Very Small (<1,000)",67,19,22,100,,,No,0,,Q4 (BOTTOM 75 - 100%),"$26,915 ","$17,250 ","$28,700 ",57,
13975,Less Competitive,Long Island University-Brooklyn Campus,,Q4 (BOTTOM 75 - 100%),liu.edu/Brooklyn,HEOP,Brooklyn,NY,New York,Private not-for-profit,City,"Medium (5,000-15,000)",69,25,14,77,,,Yes,26,19,Q4 (BOTTOM 75 - 100%),"$22,022 ","$25,000 ","$37,300 ",69,
10807,Noncompetitive,Globe Institute of Technology,,Q4 (BOTTOM 75 - 100%),www.globe.edu/index.asp,,New York,NY,New York,Private for-profit,City,"Very Small (<1,000)",81,42,25,68,,Yes,No,16,14,Q4 (BOTTOM 75 - 100%),"$17,526 ","$8,995 ","$33,700 ",66,
78641,Less Competitive,CUNY Medgar Evers College (4-Year),,Q4 (BOTTOM 75 - 100%),www.mec.cuny.edu,,Brooklyn,NY,New York,Public,City,"Small (1,000-5,000)",81,80,11,99,,,No,17,13,Q4 (BOTTOM 75 - 100%),"$7,559 ","$7,500 ","$29,100 ",54,CUNY
11315,Less Competitive,SUNY College of Agriculture and Technology at Cobleskill,,Q4 (BOTTOM 75 - 100%),www.cobleskill.edu/,EOP,Cobleskill,NY,New York,Public,Town,"Small (1,000-5,000)",55,12,11,94,,,Yes,46,12,Q4 (BOTTOM 75 - 100%),"$11,624 ","$17,750 ","$57,500 ",84,SUNY
11055,Less Competitive,New York School of Interior Design,,Q4 (BOTTOM 75 - 100%),www.nysid.edu,,New York,NY,New York,Private not-for-profit,City,"Very Small (<1,000)",25,3,14,53,,,Yes,100,0,Q4 (BOTTOM 75 - 100%),"$29,895 ","$27,000 ","$13,800 ",25,
14044,Noncompetitive,Bryant & Stratton College-Amherst,,,www.bryantstratton.edu,,Getzville,NY,New York,Private for-profit,Suburb,"Very Small (<1,000)",76,20,2,100,,,No,,,,"$12,586 ","$24,261 ",,,
14045,Noncompetitive,Bryant & Stratton College-Buffalo,,,www.bryantstratton.edu,,Buffalo,NY,New York,Private for-profit,City,"Very Small (<1,000)",90,68,10,100,,,No,,,,"$14,727 ","$24,261 ","$82,800 ",92,
14046,Noncompetitive,CUNY Graduate School and University Center,,,www.gc.cuny.edu,,New York,NY,New York,Public,City,"Small (1,000-5,000)",25,32,32,,,,Yes,,,,,"$12,500 ","$20,500 ",36,CUNY
14086,Noncompetitive,Bryant & Stratton College-Southtowns,,,www.bryantstratton.edu,,Orchard Park,NY,New York,Private for-profit,Suburb,"Very Small (<1,000)",68,14,6,100,,,No,,,,"$14,236 ","$24,261 ","$21,600 ",43,
10284,Competitive,Houghton College,1,Q1 (TOP 1 - 25%),www.houghton.edu,,Houghton,NY,New York,Private not-for-profit,Rural,"Small (1,000-5,000)",43,3,1,54,,,Yes,75,67,Q1 (TOP 1 - 25%),"$17,870 ","$23,500 ","$22,300 ",44,
11024,Competitive,SUNY College at Oneonta,1,Q1 (TOP 1 - 25%),https://suny.oneonta.edu,"ACE
EOP",Oneonta,NY,New York,Public,Town,"Medium (5,000-15,000)",31,4,12,99,,,Yes,73,66,Q1 (TOP 1 - 25%),"$9,248 ","$22,870 ",,,SUNY
11141,Competitive,Saint John Fisher College,1,Q1 (TOP 1 - 25%),https://www.sjfc.edu,HEOP,Rochester,NY,New York,Private not-for-profit,Suburb,"Small (1,000-5,000)",26,4,4,95,,,Yes,70,66,Q1 (TOP 1 - 25%),"$13,473 ","$25,000 ","$38,000 ",70,
12115,Competitive,SUNY at Purchase College,1,Q1 (TOP 1 - 25%),www.purchase.edu,"EOP
MAP",Purchase,NY,New York,Public,Suburb,"Small (1,000-5,000)",33,11,19,81,,,Yes,67,64,Q1 (TOP 1 - 25%),"$12,819 ","$23,250 ","$31,800 ",64,SUNY
10164,Competitive,SUNY College at New Paltz,1,Q1 (TOP 1 - 25%),www.newpaltz.edu,"Bottom Line
EOP",New Paltz,NY,New York,Public,Suburb,"Medium (5,000-15,000)",33,6,18,96,,,Yes,74,63,Q1 (TOP 1 - 25%),"$9,254 ","$20,500 ",,,SUNY
10989,Competitive,Mount Saint Mary College,1,Q1 (TOP 1 - 25%),www.msmc.edu,HEOP,Newburgh,NY,New York,Private not-for-profit,Suburb,"Small (1,000-5,000)",35,7,16,83,,,Yes,59,62,Q1 (TOP 1 - 25%),"$16,789 ","$25,000 ","$38,200 ",72,
11334,Competitive,Le Moyne College,1,Q1 (TOP 1 - 25%),www.lemoyne.edu,HEOP,Syracuse,NY,New York,Private not-for-profit,Suburb,"Small (1,000-5,000)",32,6,5,93,,,Yes,72,62,Q1 (TOP 1 - 25%),"$14,401 ","$25,750 ","$61,500 ",87,
12012,Competitive,Nazareth College,1,Q1 (TOP 1 - 25%),www.naz.edu,HEOP,Rochester,NY,New York,Private not-for-profit,Suburb,"Small (1,000-5,000)",30,7,5,86,,,Yes,76,61,Q1 (TOP 1 - 25%),"$16,517 ","$26,497 ",,,
10630,Competitive,SUNY College at Plattsburgh,1,Q2 (TOP 25 - 50%),www.plattsburgh.edu,"Bottom Line
EOP
HIIP",Plattsburgh,NY,New York,Public,Town,"Medium (5,000-15,000)",42,8,11,87,,,Yes,61,59,Q2 (TOP 25 - 50%),"$8,930 ","$22,475 ","$31,000 ",62,SUNY
10787,Competitive,Molloy College,1,Q2 (TOP 25 - 50%),www.molloy.edu,HEOP,Rockville Centre,NY,New York,Private not-for-profit,Suburb,"Small (1,000-5,000)",32,12,16,92,,,Yes,70,59,Q2 (TOP 25 - 50%),"$17,211 ","$27,000 ","$48,000 ",77,
10830,Competitive,SUNY at Fredonia,1,Q2 (TOP 25 - 50%),www.fredonia.edu,"EOP
FOP",Fredonia,NY,New York,Public,Town,"Small (1,000-5,000)",39,7,7,95,,,Yes,67,59,Q2 (TOP 25 - 50%),"$10,953 ","$24,250 ","$39,400 ",65,SUNY
11985,Competitive,Monroe College-Main Campus,,Q1 (TOP 1 - 25%),www.monroecollege.edu,,Bronx,NY,New York,Private for-profit,City,"Small (1,000-5,000)",76,45,37,78,,Yes,Yes,71,70,Q1 (TOP 1 - 25%),"$10,255 ","$19,512 ","$35,900 ",66,
11409,Competitive,Vaughn College of Aeronautics and Technology,,Q1 (TOP 1 - 25%),www.vaughn.edu,HEOP,Flushing,NY,New York,Private not-for-profit,City,"Small (1,000-5,000)",69,17,33,91,,Yes,Yes,52,61,Q1 (TOP 1 - 25%),"$17,385 ","$22,000 ","$22,800 ",45,
10777,Competitive,The College of Saint Rose,,Q2 (TOP 25 - 50%),www.strose.edu,HEOP,Albany,NY,New York,Private not-for-profit,City,"Small (1,000-5,000)",46,13,7,82,,,Yes,66,58,Q2 (TOP 25 - 50%),"$17,145 ","$25,000 ","$46,000 ",77,
10983,Competitive,Adelphi University,,Q2 (TOP 25 - 50%),www.adelphi.edu/,,Garden City,NY,New York,Private not-for-profit,Suburb,"Medium (5,000-15,000)",30,9,16,89,,,Yes,64,58,Q2 (TOP 25 - 50%),"$20,512 ","$25,000 ","$37,300 ",66,
12084,Competitive,Saint Bonaventure University,,Q2 (TOP 25 - 50%),www.sbu.edu,HEOP,Saint Bonaventure,NY,New York,Private not-for-profit,Town,"Small (1,000-5,000)",32,6,7,67,,,Yes,68,58,Q2 (TOP 25 - 50%),"$14,693 ","$27,000 ","$19,900 ",40,
10742,Competitive,Cazenovia College,,Q2 (TOP 25 - 50%),www.cazenovia.edu,HEOP,Cazenovia,NY,New York,Private not-for-profit,Town,"Very Small (<1,000)",51,8,6,84,,,Yes,55,54,Q2 (TOP 25 - 50%),"$10,289 ","$25,740 ","$32,300 ",63,
10628,Competitive,College of Mount Saint Vincent,,Q2 (TOP 25 - 50%),www.mountsaintvincent.edu,,Bronx,NY,New York,Private not-for-profit,City,"Small (1,000-5,000)",64,15,40,87,,Yes,Yes,57,52,Q2 (TOP 25 - 50%),"$17,314 ","$28,500 ",,,
10997,Competitive,SUNY College at Cortland,,Q2 (TOP 25 - 50%),www2.cortland.edu,EOP,Cortland,NY,New York,Public,Town,"Medium (5,000-15,000)",30,6,12,94,,,Yes,67,52,Q2 (TOP 25 - 50%),"$11,665 ","$21,654 ","$37,400 ",69,SUNY
11240,Competitive,Iona College,,Q2 (TOP 25 - 50%),www.iona.edu,,New Rochelle,NY,New York,Private not-for-profit,Suburb,"Small (1,000-5,000)",36,9,22,74,,,Yes,58,51,Q2 (TOP 25 - 50%),"$19,858 ","$25,250 ","$45,700 ",85,
12035,Competitive,Pace University-New York,,Q2 (TOP 25 - 50%),www.pace.edu,,New York,NY,New York,Private not-for-profit,City,"Medium (5,000-15,000)",33,10,13,44,,,Yes,55,51,Q2 (TOP 25 - 50%),"$19,651 ","$25,000 ","$48,600 ",84,
12093,Competitive,Saint Thomas Aquinas College,,Q2 (TOP 25 - 50%),www.stac.edu,HEOP,Sparkill,NY,New York,Private not-for-profit,Suburb,"Small (1,000-5,000)",36,8,20,68,,,Yes,57,51,Q2 (TOP 25 - 50%),"$14,808 ","$23,200 ",,,
10964,Competitive,Boricua College,,Q2 (TOP 25 - 50%),boricuacollege.edu,HEOP,New York,NY,New York,Private not-for-profit,City,"Small (1,000-5,000)",92,17,79,100,,Yes,No,50,50,Q2 (TOP 25 - 50%),"$21,345 ","$7,900 ","$54,800 ",84,
10673,Competitive,Hartwick College,,Q3 (BOTTOM 50 - 75%),www.hartwick.edu/,,Oneonta,NY,New York,Private not-for-profit,Town,"Small (1,000-5,000)",42,9,8,77,,,Yes,58,49,Q3 (BOTTOM 50 - 75%),"$19,969 ","$27,000 ","$39,000 ",71,
10952,Competitive,SUNY College at Oswego,,Q3 (BOTTOM 50 - 75%),www.oswego.edu/,EOP,Oswego,NY,New York,Public,Town,"Medium (5,000-15,000)",44,8,11,94,,,Yes,63,49,Q3 (BOTTOM 50 - 75%),"$9,479 ","$23,000 ","$73,000 ",89,SUNY
12110,Competitive,St. John's University-New York,,Q3 (BOTTOM 50 - 75%),www.stjohns.edu,,Queens,NY,New York,Private not-for-profit,City,"Medium (5,000-15,000)",43,14,10,69,,,Yes,59,49,Q3 (BOTTOM 50 - 75%),"$25,738 ","$25,920 ",,,
10296,Competitive,Canisius College,,Q3 (BOTTOM 50 - 75%),https://www.canisius.edu,HEOP,Buffalo,NY,New York,Private not-for-profit,City,"Small (1,000-5,000)",38,8,6,86,,,Yes,68,48,Q3 (BOTTOM 50 - 75%),"$13,130 ","$25,000 ","$47,700 ",70,
12080,Competitive,Russell Sage College,,Q3 (BOTTOM 50 - 75%),www.sage.edu,"Bottom Line
HEOP",Troy,NY,New York,Private not-for-profit,City,"Small (1,000-5,000)",52,12,8,90,,,Yes,59,48,Q3 (BOTTOM 50 - 75%),"$15,239 ","$22,408 ","$46,000 ",77,
10816,Competitive,Elmira College,,Q3 (BOTTOM 50 - 75%),https://www.elmira.edu,,Elmira,NY,New York,Private not-for-profit,City,"Very Small (<1,000)",35,5,4,59,,,Yes,58,46,Q3 (BOTTOM 50 - 75%),"$19,845 ","$27,000 ","$18,400 ",34,
11845,Competitive,SUNY Farmingdale State College,,Q3 (BOTTOM 50 - 75%),www.farmingdale.edu/,EOP,Farmingdale,NY,New York,Public,Suburb,"Medium (5,000-15,000)",33,10,18,99,,,Yes,43,45,Q3 (BOTTOM 50 - 75%),"$3,064 ","$15,393 ","$27,700 ",54,SUNY
10312,Competitive,Niagara University,,Q3 (BOTTOM 50 - 75%),www.niagara.edu,HEOP,Niagara University,NY,New York,Private not-for-profit,Suburb,"Small (1,000-5,000)",35,5,4,86,,,Yes,64,43,Q3 (BOTTOM 50 - 75%),"$12,372 ","$25,650 ","$28,500 ",59,
10364,Competitive,Roberts Wesleyan College,,Q3 (BOTTOM 50 - 75%),www.roberts.edu,,Rochester,NY,New York,Private not-for-profit,Suburb,"Small (1,000-5,000)",40,10,5,84,,,Yes,63,41,Q3 (BOTTOM 50 - 75%),"$14,844 ","$23,200 ",,,
11180,Competitive,SUNY College at Old Westbury,,Q3 (BOTTOM 50 - 75%),www.oldwestbury.edu,"Bottom Line
EOP",Old Westbury,NY,New York,Public,Suburb,"Small (1,000-5,000)",57,27,24,97,,,Yes,38,41,Q3 (BOTTOM 50 - 75%),"$5,804 ","$17,000 ","$58,800 ",82,SUNY
12117,Competitive,SUNY Polytechnic Institute Utica Campus,,Q3 (BOTTOM 50 - 75%),www.sunypoly.edu,EOP,Utica,NY,New York,Public,Suburb,"Small (1,000-5,000)",33,5,7,96,,,Yes,43,38,Q3 (BOTTOM 50 - 75%),"$9,015 ","$18,000 ","$36,800 ",68,SUNY
85540,Competitive,SUNY Polytechnic Institute Albany Campus,,Q3 (BOTTOM 50 - 75%),,,Albany,NY,New York,Public,,,37,6,7,95,,,Yes,48,38,Q3 (BOTTOM 50 - 75%),"$9,047 ","$18,000 ","$36,800 ",68,SUNY
10417,Competitive,Hilbert College,,Q3 (BOTTOM 50 - 75%),www.hilbert.edu,,Hamburg,NY,New York,Private not-for-profit,Suburb,"Very Small (<1,000)",55,7,4,91,,,Yes,45,36,Q3 (BOTTOM 50 - 75%),"$11,422 ","$25,740 ","$97,400 ",90,
10179,Competitive,Utica College,,Q3 (BOTTOM 50 - 75%),www.utica.edu/,HEOP,Utica,NY,New York,Private not-for-profit,City,"Small (1,000-5,000)",47,12,9,87,,,Yes,44,35,Q3 (BOTTOM 50 - 75%),"$18,883 ","$25,000 ",,,
10960,Competitive,New York Institute of Technology-Manhattan Campus,,Q3 (BOTTOM 50 - 75%),www.nyit.edu,,Old Westbury,NY,New York,Private not-for-profit,Suburb,"Medium (5,000-15,000)",43,8,15,75,,,Yes,45,34,Q3 (BOTTOM 50 - 75%),"$19,148 ","$25,485 ","$13,800 ",25,
11324,Competitive,Daemen College,,Q4 (BOTTOM 75 - 100%),www.daemen.edu,HEOP,Amherst,NY,New York,Private not-for-profit,Suburb,"Small (1,000-5,000)",41,11,7,92,,,No,47,33,Q4 (BOTTOM 75 - 100%),"$10,515 ","$23,250 ","$30,200 ",57,
11061,Competitive,Wells College,,Q4 (BOTTOM 75 - 100%),www.wells.edu,,Aurora,NY,New York,Private not-for-profit,Rural,"Very Small (<1,000)",61,13,13,66,,,Yes,58,31,Q4 (BOTTOM 75 - 100%),"$16,863 ","$27,000 ","$81,700 ",95,
11137,Competitive,Keuka College,,Q4 (BOTTOM 75 - 100%),www.keuka.edu,HEOP,Keuka Park,NY,New York,Private not-for-profit,Town,"Small (1,000-5,000)",56,9,5,92,,,Yes,47,31,Q4 (BOTTOM 75 - 100%),"$22,349 ","$26,897 ","$87,700 ",97,
10696,Competitive,CUNY York College,,Q4 (BOTTOM 75 - 100%),www.york.cuny.edu,"Bottom Line
SEEK",Jamaica,NY,New York,Public,City,"Medium (5,000-15,000)",73,36,30,99,,,No,29,29,Q4 (BOTTOM 75 - 100%),"$5,102 ","$10,000 ","$42,300 ",77,CUNY
10795,Competitive,D'Youville College,,Q4 (BOTTOM 75 - 100%),www.dyc.edu,HEOP,Buffalo,NY,New York,Private not-for-profit,City,"Small (1,000-5,000)",34,9,4,92,,,Yes,44,29,Q4 (BOTTOM 75 - 100%),"$11,575 ","$26,000 ",,,
11251,Competitive,Five Towns College,,Q4 (BOTTOM 75 - 100%),www.ftc.edu,HEOP,Dix Hills,NY,New York,Private for-profit,Suburb,"Very Small (<1,000)",66,21,15,88,,,Yes,34,27,Q4 (BOTTOM 75 - 100%),"$26,927 ","$24,915 ","$33,700 ",58,
11963,Competitive,Long Island University-C W Post Campus,,Q4 (BOTTOM 75 - 100%),liu.edu/CWPost,,Brookville,NY,New York,Private not-for-profit,Suburb,"Small (1,000-5,000)",37,7,12,82,,,Yes,40,25,Q4 (BOTTOM 75 - 100%),"$22,351 ","$25,000 ","$72,900 ",86,
11241,Competitive,Medaille College,,Q4 (BOTTOM 75 - 100%),www.medaille.edu,,Buffalo,NY,New York,Private not-for-profit,City,"Small (1,000-5,000)",65,16,7,80,,,Yes,40,24,Q4 (BOTTOM 75 - 100%),"$10,911 ","$25,000 ","$31,900 ",62,
11181,Competitive,SUNY Maritime College,,Q4 (BOTTOM 75 - 100%),www.sunymaritime.edu,EOP,Throggs Neck,NY,New York,Public,City,"Small (1,000-5,000)",22,4,13,73,,,Yes,47,23,Q4 (BOTTOM 75 - 100%),"$9,884 ","$27,000 ","$27,000 ",54,SUNY
11969,Competitive,Mercy College,,Q4 (BOTTOM 75 - 100%),https://www.mercy.edu,HEOP,Dobbs Ferry,NY,New York,Private not-for-profit,Suburb,"Medium (5,000-15,000)",65,22,36,88,,Yes,Yes,30,23,Q4 (BOTTOM 75 - 100%),"$12,590 ","$22,628 ","$44,500 ",76,
78640,Competitive,CUNY New York City College of Technology (4-Year),,Q4 (BOTTOM 75 - 100%),www.citytech.cuny.edu,,Brooklyn,NY,New York,Public,City,"Medium (5,000-15,000)",72,30,33,99,,Yes,No,20,18,Q4 (BOTTOM 75 - 100%),"$5,623 ","$10,000 ","$22,300 ",44,CUNY
11962,Competitive,Long Island College Hospital of Brooklyn School of Nursing,,Q4 (BOTTOM 75 - 100%),,,Brooklyn,NY,New York,Private not-for-profit,City,,,,,,,,,17,14,Q4 (BOTTOM 75 - 100%),,,,,
10102,Competitive,Paul Smiths College of Arts and Science,,Q4 (BOTTOM 75 - 100%),www.paulsmiths.edu,HEOP,Paul Smiths,NY,New York,Private not-for-profit,Rural,"Very Small (<1,000)",45,2,6,67,,,Yes,43,10,Q4 (BOTTOM 75 - 100%),"$19,154 ","$23,250 ","$53,200 ",81,
12089,Competitive,Saint Josephs College-Suffolk Campus,,,,,Patchogue,NY,New York,Private not-for-profit,Suburb,,,,,,,,,,,,,,,,
11388,Very Competitive,Marist College,1,Q1 (TOP 1 - 25%),www.Marist.edu,HEOP,Poughkeepsie,NY,New York,Private not-for-profit,Suburb,"Medium (5,000-15,000)",15,4,9,44,,,Yes,78,75,Q1 (TOP 1 - 25%),"$22,779 ","$25,500 ","$41,600 ",77,
10593,Very Competitive,SUNY College of Environmental Science and Forestry,1,Q1 (TOP 1 - 25%),www.esf.edu,EOP,Syracuse,NY,New York,Public,City,"Small (1,000-5,000)",20,2,5,72,,,Yes,67,73,Q1 (TOP 1 - 25%),"$10,307 ","$20,000 ",,,SUNY
10656,Very Competitive,Syracuse University,1,Q1 (TOP 1 - 25%),https://www.syracuse.edu,HEOP,Syracuse,NY,New York,Private not-for-profit,City,"Large (15,000+)",20,8,10,31,,,Yes,80,73,Q1 (TOP 1 - 25%),"$18,699 ","$27,000 ","$37,200 ",63,
10475,Competitive +,Siena College,1,Q1 (TOP 1 - 25%),https://www.siena.edu,HEOP,Loudonville,NY,New York,Private not-for-profit,Suburb,"Small (1,000-5,000)",25,4,8,78,,,Yes,80,70,Q1 (TOP 1 - 25%),"$16,011 ","$26,974 ","$40,600 ",74,
11230,Competitive +,Manhattan College,1,Q1 (TOP 1 - 25%),www.manhattan.edu,HEOP,Riverdale,NY,New York,Private not-for-profit,City,"Small (1,000-5,000)",41,5,21,64,,,Yes,75,67,Q1 (TOP 1 - 25%),"$19,067 ","$25,500 ","$53,700 ",69,
10843,Competitive +,SUNY at Albany,1,Q1 (TOP 1 - 25%),www.albany.edu,"Bottom Line
EOP",Albany,NY,New York,Public,City,"Medium (5,000-15,000)",41,17,16,90,,,Yes,66,65,Q1 (TOP 1 - 25%),"$10,989 ","$21,500 ","$31,200 ",63,SUNY
10196,Competitive +,CUNY John Jay College Criminal Justice,1,Q4 (BOTTOM 75 - 100%),www.jjay.cuny.edu,"ACE
Apple Corps
Bottom Line
SEEK",New York,NY,New York,Public,City,"Medium (5,000-15,000)",58,16,50,95,,Yes,Yes,44,42,Q4 (BOTTOM 75 - 100%),"$4,488 ","$11,500 ","$31,200 ",60,CUNY
10075,Very Competitive,CUNY Lehman College,1,Q4 (BOTTOM 75 - 100%),www.lehman.cuny.edu,"ACE
Bottom Line
SEEK",Bronx,NY,New York,Public,City,"Medium (5,000-15,000)",73,27,56,99,,Yes,Yes,37,35,Q4 (BOTTOM 75 - 100%),"$3,592 ","$9,500 ","$32,300 ",63,CUNY
10033,Very Competitive,Ithaca College,,Q2 (TOP 25 - 50%),www.ithaca.edu,"Bottom Line
HEOP",Ithaca,NY,New York,Private not-for-profit,Suburb,"Medium (5,000-15,000)",21,6,8,43,,,Yes,78,69,Q2 (TOP 25 - 50%),"$20,937 ","$26,300 ","$30,400 ",61,
12156,Competitive +,SUNY University at Buffalo,,Q2 (TOP 25 - 50%),www.buffalo.edu,"ACE
EOP",Buffalo,NY,New York,Public,Suburb,"Large (15,000+)",34,7,7,84,,,Yes,72,64,Q2 (TOP 25 - 50%),"$11,637 ","$20,100 ",,,SUNY
10722,Competitive +,Manhattanville College,,Q2 (TOP 25 - 50%),www.mville.edu,,Purchase,NY,New York,Private not-for-profit,Suburb,"Small (1,000-5,000)",34,8,18,65,,,Yes,61,63,Q2 (TOP 25 - 50%),"$18,682 ","$26,000 ","$70,900 ",89,
10631,Very Competitive,Pratt Institute-Main,,Q2 (TOP 25 - 50%),www.pratt.edu,HEOP,Brooklyn,NY,New York,Private not-for-profit,City,"Small (1,000-5,000)",19,4,10,17,,,Yes,64,51,Q2 (TOP 25 - 50%),"$37,539 ","$27,000 ","$29,600 ",56,
10688,Competitive +,Wagner College,,Q3 (BOTTOM 50 - 75%),www.wagner.edu,,Staten Island,NY,New York,Private not-for-profit,City,"Small (1,000-5,000)",27,8,11,42,,,Yes,66,57,Q3 (BOTTOM 50 - 75%),"$20,723 ","$27,000 ",,,
10670,Competitive +,Hofstra University,,Q3 (BOTTOM 50 - 75%),www.hofstra.edu,"HEOP
NOAH",Hempstead,NY,New York,Private not-for-profit,Suburb,"Medium (5,000-15,000)",21,8,14,51,,,Yes,60,48,Q3 (BOTTOM 50 - 75%),"$28,162 ","$23,900 ","$22,300 ",44,
10373,Very Competitive,Marymount Manhattan College,,Q3 (BOTTOM 50 - 75%),www.mmm.edu,HEOP,New York,NY,New York,Private not-for-profit,City,"Small (1,000-5,000)",28,10,16,25,,,Yes,44,44,Q3 (BOTTOM 50 - 75%),"$25,600 ","$23,000 ","$34,900 ",67,
10849,Very Competitive,Metropolitan College of New York,,Q3 (BOTTOM 50 - 75%),https://www.mcny.edu,,New York,NY,New York,Private not-for-profit,City,"Very Small (<1,000)",72,58,24,97,,Yes,No,36,37,Q3 (BOTTOM 50 - 75%),"$17,498 ","$34,375 ","$30,200 ",61,
12016,Very Competitive,New York Institute of Technology-Old Westbury,,Q3 (BOTTOM 50 - 75%),,,Old Westbury,NY,New York,Private not-for-profit,Suburb,,,,,,,,,48,37,Q3 (BOTTOM 50 - 75%),"$19,444 ","$25,485 ","$13,800 ",25,
11419,Competitive +,Alfred University,,Q4 (BOTTOM 75 - 100%),www.alfred.edu,HEOP,Alfred,NY,New York,Private not-for-profit,Town,"Small (1,000-5,000)",43,9,7,85,,,Yes,55,42,Q4 (BOTTOM 75 - 100%),"$11,715 ","$27,000 ","$66,900 ",90,
12116,Competitive +,SUNY College at Potsdam,,Q4 (BOTTOM 75 - 100%),www.potsdam.edu,EOP,Potsdam,NY,New York,Public,Town,"Small (1,000-5,000)",56,11,14,95,,,Yes,54,37,Q4 (BOTTOM 75 - 100%),"$10,046 ","$26,000 ","$169,600 ",99,SUNY
10996,Very Competitive,The College of New Rochelle,,Q4 (BOTTOM 75 - 100%),www.cnr.edu,,New Rochelle,NY,New York,Private not-for-profit,Suburb,"Small (1,000-5,000)",82,39,15,89,,,Yes,29,28,Q4 (BOTTOM 75 - 100%),"$33,048 ","$21,525 ","$43,000 ",75,
10435,Very Competitive,Touro College,,Q4 (BOTTOM 75 - 100%),legacy.touro.edu,,New York,NY,New York,Private not-for-profit,City,"Medium (5,000-15,000)",62,13,10,72,,,Yes,55,0,Q4 (BOTTOM 75 - 100%),"$12,655 ","$12,500 ","$58,400 ",82,
10226,Highly Competitive,CUNY Bernard M Baruch College,1,Q3 (BOTTOM 50 - 75%),www.baruch.cuny.edu,"Bottom Line
SEEK",New York,NY,New York,Public,City,"Medium (5,000-15,000)",50,9,25,92,,,Yes,66,58,Q3 (BOTTOM 50 - 75%),"$5,446 ","$11,500 ","$27,400 ",57,CUNY
10123,Very Competitive +,CUNY Queens College,1,Q3 (BOTTOM 50 - 75%),www.qc.cuny.edu,"Bottom Line
SEEK",Flushing,NY,New York,Public,City,"Medium (5,000-15,000)",51,9,28,94,,Yes,Yes,57,50,Q3 (BOTTOM 50 - 75%),"$4,892 ","$11,200 ","$110,600 ",93,CUNY
10243,Very Competitive +,CUNY Hunter College,1,Q3 (BOTTOM 50 - 75%),www.hunter.cuny.edu,"Bottom Line
SEEK",New York,NY,New York,Public,City,"Medium (5,000-15,000)",53,11,29,97,,,Yes,52,49,Q3 (BOTTOM 50 - 75%),"$5,661 ","$10,500 ","$18,200 ",38,CUNY
10866,Highly Competitive,Skidmore College,,Q1 (TOP 1 - 25%),www.skidmore.edu/,HEOP,Saratoga Springs,NY,New York,Private not-for-profit,Suburb,"Small (1,000-5,000)",11,4,9,31,,,Yes,87,96,Q1 (TOP 1 - 25%),"$8,753 ","$20,500 ","$54,400 ",82,
